name;value_euro;wage_euro;height_cm;weight_kgs;age;nationality;overall_rating;positions;preferred_foot;club_team
Adriano;4000000.0;45000.0;172.72;74.8;34;Brazil;78;LB,RB;Left;Beşiktaş JK
J. Lens;10000000.0;50000.0;152.4;74.8;31;Netherlands;78;RM,RW;Right;Beşiktaş JK
S. Rondón;9000000.0;41000.0;185.42;98.0;29;Venezuela;77;ST;Right;Newcastle United
Andreas Pereira;11500000.0;86000.0;152.4;71.2;23;Brazil;77;CM,CDM,RM;Right;Manchester United
V. Ibišević;5500000.0;31000.0;187.96;82.1;34;Bosnia Herzegovina;77;ST;Right;Hertha BSC
L. Ocampos;12000000.0;38000.0;187.96;83.9;24;Argentina;77;LM,LW;Right;Olympique de Marseille
N. Müller;8500000.0;34000.0;172.72;66.2;31;Germany;77;RM,LM;Right;Hannover 96
Simão Acunha;8500000.0;35000.0;152.4;71.2;31;Brazil;77;CAM,ST,RM;Right;Atlético Mineiro
J. Calleri;12000000.0;24000.0;154.94;77.1;25;Argentina;77;ST;Right;Deportivo Alavés
A. Jahanbakhsh;11500000.0;41000.0;154.94;78.0;25;Iran;77;RM;Right;Brighton & Hove Albion
A. Prijović;9000000.0;44000.0;190.5;88.0;28;Serbia;77;ST;Right;Al Ittihad
Fabricio;5500000.0;40000.0;182.88;79.8;31;Spain;77;GK;Right;Fulham
M. Elneny;9000000.0;76000.0;154.94;73.9;26;Egypt;77;CDM,CM;Right;Arsenal
Jorge Meré;11500000.0;15000.0;182.88;79.8;21;Spain;77;CB;Right;1. FC Köln
Wilson Eduardo;9500000.0;17000.0;152.4;73.0;28;Portugal;77;ST,CF;Right;SC Braga
Álex Remiro;8500000.0;15000.0;190.5;83.0;23;Spain;77;GK;Right;Athletic Club de Bilbao
T. Gutiérrez;5500000.0;6000.0;152.4;81.2;33;Colombia;77;ST,CAM;Right;Junior FC
A. Pyatov;3600000.0;1000.0;190.5;89.8;34;Ukraine;77;GK;Right;Shakhtar Donetsk
Diego Llorente;10500000.0;22000.0;185.42;74.8;25;Spain;77;CB;Right;Real Sociedad
I. Abate;6000000.0;68000.0;154.94;73.0;32;Italy;77;RB;Right;Milan
T. Vermaelen;5000000.0;110000.0;182.88;79.8;33;Belgium;77;CB,LB;Left;FC Barcelona
N. Füllkrug;10500000.0;36000.0;187.96;83.0;26;Germany;77;ST;Right;Hannover 96
Pedro Obiang;9000000.0;65000.0;185.42;74.8;26;Equatorial Guinea;77;CDM,CM;Right;West Ham United
Wallace;10000000.0;35000.0;190.5;84.8;24;Brazil;77;CB;Right;Lazio
Djaniny;10500000.0;42000.0;190.5;78.0;27;Cape Verde;77;ST,RW;Right;Al Ahli
Roberto;5000000.0;21000.0;193.04;93.9;33;Spain;77;GK;Right;RCD Espanyol
S. Tasci;6000000.0;24000.0;185.42;81.2;31;Germany;77;CB;Right;Medipol Başakşehir FK
L. Schøne;6500000.0;19000.0;152.4;78.0;32;Denmark;77;CM,CDM;Right;Ajax
J. Defoe;4100000.0;49000.0;170.18;64.9;36;England;77;ST;Right;Rangers FC
V. Babacan;7000000.0;21000.0;193.04;86.2;30;Turkey;77;GK;Right;Medipol Başakşehir FK
O. Ighalo;9000000.0;20000.0;182.88;74.8;29;Nigeria;77;ST;Right;Shanghai Greenland Shenhua FC
A. Schürrle;9500000.0;51000.0;182.88;71.2;28;Germany;77;RW,LW;Right;Fulham
E. Skhiri;10000000.0;21000.0;185.42;68.9;23;Tunisia;77;CDM,CM;Right;Montpellier HSC
W. Anton;11000000.0;22000.0;187.96;74.8;22;Germany;77;CB,CDM;Right;Hannover 96
R. Palacio;3200000.0;27000.0;175.26;69.9;37;Argentina;77;ST,LW;Right;Bologna
K. Lasagna;11500000.0;29000.0;185.42;79.8;26;Italy;77;ST;Left;Udinese
D. Cvitanich;4700000.0;24000.0;175.26;72.1;34;Argentina;77;ST;Right;Racing Club
S. De Maio;6000000.0;30000.0;190.5;89.8;32;France;77;CB;Right;Udinese
S. Terodde;8500000.0;25000.0;193.04;83.0;31;Germany;77;ST;Right;1. FC Köln
J. De Guzmán;8000000.0;34000.0;175.26;73.9;31;Netherlands;77;CM,CDM,CAM;Right;Eintracht Frankfurt
R. Civelli;2700000.0;16000.0;195.58;88.9;35;Argentina;77;CB;Right;Club Atlético Banfield
Pablo Maffeo;10500000.0;22000.0;172.72;69.9;21;Spain;77;RWB,RM;Right;VfB Stuttgart
Cédric;8500000.0;43000.0;172.72;67.1;27;Portugal;77;RB,RWB;Right;Inter
K. Papadopoulos;9000000.0;15000.0;185.42;87.1;27;Greece;77;CB;Right;Hamburger SV
A. Szymanowski;8500000.0;31000.0;175.26;64.9;30;Argentina;77;LM,CM,LW;Left;CD Leganés
J. Kucka;7500000.0;42000.0;185.42;83.9;32;Slovakia;77;CM,CDM;Right;Parma
P. Jagielka;2100000.0;53000.0;154.94;87.1;36;England;77;CB;Right;Everton
M. Benassi;11500000.0;45000.0;182.88;79.8;24;Italy;77;CM;Right;Fiorentina
P. Jansson;8500000.0;41000.0;195.58;86.2;28;Sweden;77;CB;Right;Leeds United
B. Espinosa;7000000.0;29000.0;193.04;83.9;29;Colombia;77;CB;Right;Girona FC
José Sá;8500000.0;1000.0;193.04;84.8;26;Portugal;77;GK;Right;Olympiacos CFP
M. Sels;7500000.0;15000.0;190.5;88.0;27;Belgium;77;GK;Right;RC Strasbourg Alsace
Yuri Berchiche;7000000.0;23000.0;154.94;79.8;29;Spain;77;LB;Left;Athletic Club de Bilbao
R. Borré;12500000.0;23000.0;175.26;71.2;23;Colombia;77;ST;Right;River Plate
Paulinho;11000000.0;16000.0;187.96;81.2;26;Portugal;77;ST;Left;SC Braga
C. Piccini;9000000.0;29000.0;187.96;78.9;26;Italy;77;RB,RWB;Right;Valencia CF
B. André;9000000.0;32000.0;154.94;76.2;28;France;77;CM,CDM;Right;Stade Rennais FC
Barragán;6000000.0;22000.0;182.88;76.2;31;Spain;77;RWB,RB,RM;Right;Real Betis
M. Samatta;11500000.0;19000.0;182.88;79.8;26;Tanzania;77;ST;Right;KRC Genk
I. Diop;12000000.0;46000.0;193.04;92.1;22;France;77;CB;Right;West Ham United
M. Lowton;6500000.0;50000.0;154.94;78.0;29;England;77;RB;Right;Burnley
T. Hernández;11000000.0;76000.0;182.88;82.1;21;France;77;LB;Left;Real Sociedad
Juanpe;8500000.0;27000.0;190.5;84.8;27;Spain;77;CB;Right;Girona FC
K. Tete;10000000.0;44000.0;154.94;71.2;23;Netherlands;77;RB,RWB;Right;Olympique Lyonnais
B. Džemaili;6500000.0;33000.0;152.4;73.0;32;Switzerland;77;CM,CAM;Right;Bologna
André André;9000000.0;13000.0;175.26;64.9;29;Portugal;77;CM,CDM;Right;Vitória Guimarães
Balenziaga;5500000.0;21000.0;152.4;76.2;31;Spain;76;LB;Left;Athletic Club de Bilbao
V. Behrami;3100000.0;24000.0;185.42;78.0;33;Switzerland;76;CDM,CM;Right;Udinese
D. Reyes;8000000.0;48000.0;187.96;73.9;26;Mexico;76;CB;Right;CD Leganés
Caiuby;7500000.0;25000.0;182.88;84.8;30;Brazil;76;LM,LW,ST;Right;Grasshopper Club Zürich
S. Doumbia;7500000.0;31000.0;152.4;71.2;31;Ivory Coast;76;ST;Right;Girona FC
João Félix;14000000.0;7000.0;154.94;69.9;19;Portugal;76;CF,LW;Right;SL Benfica
L. López;6000000.0;12000.0;190.5;82.1;29;Argentina;76;CB;Right;Boca Juniors
Mario Suárez;6500000.0;20000.0;187.96;79.8;32;Spain;76;CM,CDM,CB;Right;Rayo Vallecano
J. Lössl;6000000.0;34000.0;195.58;88.0;30;Denmark;76;GK;Right;Huddersfield Town
G. Castro;6500000.0;32000.0;172.72;72.1;31;Germany;76;CM,CDM;Right;VfB Stuttgart
M. Phillips;8000000.0;34000.0;182.88;74.8;27;Scotland;76;CAM,CM,RW;Right;West Bromwich Albion
Gabriel Boschilia;10500000.0;48000.0;172.72;63.0;23;Brazil;76;CAM,LM,RW;Left;FC Nantes
Wu Lei;9000000.0;28000.0;175.26;66.2;27;China PR;76;ST,RW,LW,CF;Right;RCD Espanyol
N. Blandi;8000000.0;23000.0;154.94;76.2;29;Argentina;76;ST;Right;San Lorenzo de Almagro
L. Kalinić;6500000.0;16000.0;200.66;98.9;28;Croatia;76;GK;Left;Aston Villa
F. Fernández;6000000.0;42000.0;190.5;83.0;30;Argentina;76;CB;Right;Newcastle United
J. Martínez;7000000.0;20000.0;185.42;79.8;32;Colombia;76;ST;Right;Portimonense SC
Emerson;9000000.0;64000.0;175.26;77.1;24;Italy;76;LB,LM;Left;Chelsea
Rômulo;6500000.0;17000.0;152.4;72.1;31;Italy;76;CM,RM,RB;Right;Lazio
C. Benteke;8000000.0;53000.0;190.5;83.0;28;Belgium;76;ST;Right;Crystal Palace
M. Rashica;11000000.0;25000.0;152.4;73.0;22;Kosovo;76;RW,RM;Right;SV Werder Bremen
L. Baines;3000000.0;70000.0;170.18;69.9;34;England;76;LB;Left;Everton
M. Noble;6500000.0;66000.0;152.4;76.2;31;England;76;CM,CDM;Right;West Ham United
F. Benković;10500000.0;37000.0;193.04;91.2;21;Croatia;76;CB;Right;Celtic
C. Riveros;;;152.4;73.9;36;Paraguay;76;CM,CDM;Right;Paraguay
M. Niang;10500000.0;37000.0;182.88;78.0;24;Senegal;76;LW,ST;Right;Stade Rennais FC
D. Santon;6500000.0;47000.0;187.96;77.1;28;Italy;76;LB,RB;Right;Roma
I. Ordets;8500000.0;1000.0;193.04;88.0;26;Ukraine;76;CB;Right;Shakhtar Donetsk
Francisco Geraldes;10500000.0;12000.0;175.26;64.9;23;Portugal;76;CAM;Right;Sporting CP
R. Snodgrass;7500000.0;66000.0;182.88;82.1;31;Scotland;76;RM,CM,LM;Left;West Ham United
Vitor Hugo;7500000.0;45000.0;187.96;79.8;27;Brazil;76;CB;Left;Fiorentina
M. Pašalić;10500000.0;71000.0;187.96;83.0;24;Croatia;76;CM,CDM;Right;Atalanta
F. Borini;8000000.0;76000.0;154.94;73.9;27;Italy;76;LW,RM;Right;Milan
N. Vukčević;8000000.0;21000.0;182.88;76.2;27;Montenegro;76;CDM,CM;Left;Levante UD
A. Hutchinson;1800000.0;28000.0;187.96;83.0;36;Canada;76;CDM,CM;Right;Beşiktaş JK
M. Moralez;7000000.0;9000.0;157.48000000000002;55.8;32;Argentina;76;CAM,CM;Right;New York City FC
C. Austin;8000000.0;50000.0;187.96;83.9;29;England;76;ST;Right;Southampton
Kenedy;11500000.0;71000.0;182.88;77.1;23;Brazil;76;LM;Left;Newcastle United
Eltildo Correia;6500000.0;30000.0;187.96;78.0;27;Brazil;76;CB,RB,LB;Right;Atlético Mineiro
João Pedro;9000000.0;30000.0;182.88;73.0;26;Brazil;76;CAM,CF,ST;Right;Cagliari
A. Diamanti;3400000.0;4000.0;154.94;74.8;35;Italy;76;CAM,CF;Left;Livorno
Guilherme;7500000.0;1000.0;152.4;76.2;27;Brazil;76;CDM,CM;Right;Olympiacos CFP
J. Morel;2300000.0;48000.0;175.26;78.0;34;Madagascar;76;CB;Left;Olympique Lyonnais
Llorente;4800000.0;76000.0;193.04;92.1;34;Spain;76;ST;Right;Tottenham Hotspur
G. Gönül;3000000.0;40000.0;175.26;74.8;34;Turkey;76;RB;Right;Beşiktaş JK
A. Paloschi;8000000.0;17000.0;182.88;79.8;29;Italy;76;ST;Right;SPAL
Juli Freitinho;5500000.0;13000.0;193.04;91.2;31;Brazil;76;CB;Right;Bahia
Markel Bergara;4400000.0;21000.0;154.94;78.0;32;Spain;76;CDM,CM;Right;Getafe CF
L. Nguyen;7000000.0;9000.0;172.72;68.0;32;United States;76;CAM,CM,ST;Right;Los Angeles FC
A. Knockaert;8500000.0;44000.0;172.72;68.9;27;France;76;RM;Left;Brighton & Hove Albion
Córdoba;11000000.0;19000.0;154.94;73.0;21;Spain;76;LW;Left;Athletic Club de Bilbao
J. Veltman;7500000.0;16000.0;182.88;74.8;27;Netherlands;76;RB,CB;Right;Ajax
N. Sansone;9000000.0;32000.0;175.26;68.0;27;Italy;76;ST,LM,RM;Right;Bologna
A. Turan;6500000.0;110000.0;152.4;76.2;32;Turkey;76;CM,RM,LM;Right;Medipol Başakşehir FK
H. Seferović;9000000.0;13000.0;187.96;84.8;27;Switzerland;76;ST;Left;Switzerland
Rafael Cachoira;5500000.0;20000.0;187.96;83.9;31;Brazil;76;CB,CDM;Right;Paraná
A. Haidara;11500000.0;32000.0;175.26;67.1;21;Mali;76;CM,RM;Right;RB Leipzig
F. Caputo;7500000.0;17000.0;154.94;73.9;31;Italy;76;ST;Right;Empoli
M. Locatelli;10000000.0;45000.0;185.42;74.8;21;Italy;76;CDM,CM;Right;Sassuolo
J. Ayew;8500000.0;31000.0;182.88;81.2;27;Ghana;76;ST;Right;Crystal Palace
T. Jedvaj;9500000.0;40000.0;182.88;82.1;23;Croatia;76;CB,RB,LB;Right;Bayer 04 Leverkusen
S. Hanni;8000000.0;1000.0;152.4;72.1;28;Algeria;76;CAM,LW;Right;Spartak Moscow
Andrés Fernández;4700000.0;22000.0;187.96;82.1;32;Spain;76;GK;Right;Villarreal CF
T. Monconduit;7500000.0;18000.0;182.88;83.0;28;France;76;CDM,CM;Right;Amiens SC
N. Mukiele;10000000.0;28000.0;185.42;73.9;21;France;76;RB,CB;Right;RB Leipzig
D. Heintz;8000000.0;19000.0;187.96;88.9;25;Germany;76;CB;Left;SC Freiburg
Júnior Caiçara;6000000.0;24000.0;172.72;69.9;29;Brazil;76;RB,RM;Right;Medipol Başakşehir FK
A. Lennon;7000000.0;48000.0;165.1;63.0;31;England;76;RM,LM;Right;Burnley
J. Willems;8000000.0;25000.0;152.4;82.1;24;Netherlands;76;LWB,LB,LM,CDM;Left;Eintracht Frankfurt
M. Veljković;9500000.0;21000.0;182.88;77.1;23;Serbia;76;CB,CDM;Right;SV Werder Bremen
I. Belfodil;9000000.0;35000.0;190.5;86.2;27;Algeria;76;ST,CF;Right;TSG 1899 Hoffenheim
Miguel Lopes;5000000.0;17000.0;182.88;83.0;32;Portugal;76;RB;Right;Akhisar Belediyespor
D. Stephens;7500000.0;46000.0;185.42;71.2;29;England;76;CM,CDM;Right;Brighton & Hove Albion
Brais Méndez;12000000.0;17000.0;187.96;76.2;22;Spain;76;RM,RW,CM,CAM;Left;RC Celta
A. Smith;7000000.0;51000.0;154.94;78.0;27;England;76;LB,RB,RWB;Right;Bournemouth
Recio;7500000.0;26000.0;182.88;73.9;28;Spain;76;CDM,CM;Right;CD Leganés
Kiko Femenía;6500000.0;44000.0;175.26;60.8;28;Spain;76;RB,RWB,RM;Right;Watford
M. Gaćinović;10500000.0;28000.0;175.26;68.9;24;Serbia;76;CM,CAM;Right;Eintracht Frankfurt
P. Skjelbred;5000000.0;24000.0;175.26;73.9;31;Norway;76;CDM,CM;Right;Hertha BSC
Fernandinho;9500000.0;11000.0;175.26;64.9;25;Brazil;76;CAM,RM;Left;Chongqing Dangdai Lifan FC SWM Team
S. Brown;3100000.0;44000.0;175.26;79.8;33;Scotland;76;CDM;Right;Celtic
M. Grujić;11000000.0;64000.0;190.5;82.1;22;Serbia;76;CDM,CM;Right;Hertha BSC
A. Soumaoro;8500000.0;28000.0;187.96;91.2;26;France;76;CB;Right;LOSC Lille
Raúl Navas;5500000.0;24000.0;185.42;83.9;30;Spain;76;CB;Right;Real Sociedad
A. Szalai;7500000.0;35000.0;193.04;89.8;31;Hungary;76;ST;Right;TSG 1899 Hoffenheim
A. Diawara;11500000.0;38000.0;182.88;73.9;21;Guinea;76;CM,CDM;Right;Napoli
L. Skorupski;6500000.0;23000.0;187.96;83.9;27;Poland;76;GK;Right;Bologna
R. Hamouma;7000000.0;30000.0;152.4;76.2;31;France;76;RM;Right;AS Saint-Étienne
K. Stöger;10000000.0;25000.0;175.26;74.8;25;Austria;76;CAM,CM,LM;Left;Fortuna Düsseldorf
K. Linetty;10500000.0;28000.0;175.26;73.0;24;Poland;76;CM;Right;Sampdoria
S. Bell;7500000.0;24000.0;193.04;88.0;27;Germany;76;CB;Right;1. FSV Mainz 05
A. N'Diaye;7000000.0;28000.0;187.96;89.8;29;Senegal;76;CDM,CM;Right;Málaga CF
Y. Yazıcı;11000000.0;22000.0;182.88;73.9;22;Turkey;76;CAM,CM,RM;Left;Trabzonspor
B. Oczipka;6000000.0;28000.0;185.42;84.8;30;Germany;76;LWB,LB,LM;Left;FC Schalke 04
F. Valverde;13000000.0;52000.0;182.88;78.0;20;Uruguay;76;CM,LM,CAM;Right;Real Madrid
M. Benítez;10000000.0;18000.0;172.72;72.1;24;Argentina;76;CAM,LM,RM,RW;Right;Independiente
M. Vorm;3100000.0;52000.0;182.88;83.9;35;Netherlands;76;GK;Right;Tottenham Hotspur
N. Mendy;7500000.0;52000.0;167.64;73.0;26;France;76;CDM,CM;Right;Leicester City
J. Vázquez;5500000.0;20000.0;165.1;64.0;30;Mexico;76;CDM,CM;Right;Santos Laguna
Unai Núñez;8500000.0;14000.0;185.42;81.2;22;Spain;75;CB;Right;Athletic Club de Bilbao
N. Radoja;8000000.0;20000.0;185.42;77.1;26;Serbia;75;CM,CDM;Right;RC Celta
K. Gibbs;5500000.0;31000.0;152.4;69.9;29;England;75;LB,LWB;Left;West Bromwich Albion
A. Hamdallah;7000000.0;38000.0;182.88;81.2;28;Morocco;75;ST;Right;Al Nassr
Pablo Santos;7000000.0;13000.0;187.96;82.1;26;Brazil;75;CB;Left;SC Braga
S. Fofana;9000000.0;22000.0;182.88;77.1;23;Ivory Coast;75;CM,CDM;Right;Udinese
Felipe;2700000.0;13000.0;187.96;74.8;34;Brazil;75;CB;Left;SPAL
C. Villanueva;6000000.0;36000.0;172.72;73.0;33;Chile;76;CAM,CM;Left;Al Ittihad
Mossoró;3900000.0;25000.0;170.18;67.1;35;Brazil;76;CAM;Right;Medipol Başakşehir FK
Diego Rico;7500000.0;49000.0;182.88;76.2;26;Spain;76;LB,LWB;Left;Bournemouth
Alberto Moreno;7500000.0;71000.0;170.18;64.9;26;Spain;76;LB;Left;Liverpool
J. Clasie;8500000.0;44000.0;170.18;66.2;27;Netherlands;76;CM,CDM;Right;Feyenoord
R. Funes Mori;9000000.0;46000.0;182.88;81.2;28;Argentina;76;ST;Right;Monterrey
O. Alonso;4400000.0;8000.0;154.94;69.9;33;Cuba;76;CDM,CM;Right;Minnesota United FC
A. Djiku;9000000.0;18000.0;182.88;73.9;24;France;76;CB;Right;Stade Malherbe Caen
J. Hogg;6000000.0;42000.0;175.26;73.0;30;England;76;CDM,CM;Right;Huddersfield Town
D. Calvert-Lewin;9500000.0;60000.0;187.96;71.2;21;England;75;ST,LM;Right;Everton
M. Zeegelaar;5500000.0;42000.0;185.42;82.1;28;Netherlands;75;LB,LWB;Left;Udinese
G. Carrillo;8000000.0;46000.0;190.5;87.1;27;Argentina;75;ST;Right;CD Leganés
Jozabed;7500000.0;21000.0;154.94;67.1;28;Spain;75;CM,CDM,CAM;Right;RC Celta
A. Franco;9500000.0;13000.0;182.88;77.1;22;Argentina;75;CB;Right;Independiente
D. Brooks;11500000.0;39000.0;182.88;62.1;21;Wales;75;RM,CAM;Left;Bournemouth
J. Bruma;7000000.0;35000.0;190.5;88.0;27;Netherlands;75;CB;Right;FC Schalke 04
L. Sepe;5500000.0;36000.0;185.42;74.8;27;Italy;75;GK;Left;Parma
S. Vokes;7000000.0;45000.0;187.96;89.8;29;Wales;75;ST;Right;Stoke City
Javi López;3700000.0;23000.0;154.94;76.2;33;Spain;75;RB,RWB;Right;RCD Espanyol
J. Amavi;7500000.0;30000.0;175.26;69.9;24;France;75;LB;Left;Olympique de Marseille
Idris;2700000.0;8000.0;187.96;83.0;34;Senegal;75;CDM;Right;Boavista FC
A. Potuk;7500000.0;53000.0;152.4;67.1;27;Turkey;75;CAM,LM,RM;Right;Fenerbahçe SK
O. Norwood;7000000.0;14000.0;175.26;68.9;27;Northern Ireland;75;CM;Right;Sheffield United
R. Khedira;7000000.0;18000.0;187.96;83.9;25;Germany;75;CB,CDM;Right;FC Augsburg
D. Machís;8000000.0;26000.0;170.18;73.9;26;Venezuela;75;LW,RW,CAM;Right;Cádiz CF
R. Quaison;8500000.0;24000.0;182.88;77.1;25;Sweden;75;CF,ST,LW;Right;1. FSV Mainz 05
P. Dummett;6500000.0;38000.0;182.88;82.1;27;Wales;75;LB;Left;Newcastle United
L. Dimata;10000000.0;31000.0;182.88;83.0;21;Belgium;75;ST;Right;RSC Anderlecht
Allan Bardinho;7000000.0;22000.0;175.26;72.1;27;Brazil;75;CAM,CM;Left;Botafogo
L. Butelle;1600000.0;11000.0;187.96;83.9;35;France;75;GK;Left;Angers SCO
S. Cristóforo;7500000.0;36000.0;175.26;68.0;25;Uruguay;75;CDM,CM;Right;Getafe CF
Jason;9000000.0;19000.0;152.4;64.9;24;Spain;75;RM;Right;Levante UD
M. Agu;7000000.0;11000.0;182.88;77.1;25;Nigeria;75;CDM,CM;Right;Vitória de Setúbal
E. Badu;7000000.0;25000.0;172.72;69.9;28;Ghana;75;CM,CDM;Right;Udinese
N. Redmond;8500000.0;36000.0;172.72;68.9;25;England;75;LM,RW;Right;Southampton
Sandro;5000000.0;16000.0;187.96;74.8;29;Brazil;75;CDM,CM;Right;Udinese
A. Mounier;6500000.0;1000.0;175.26;64.9;31;France;75;RW,LW,LM;Left;Panathinaikos FC
Matheus Pereira;9000000.0;11000.0;175.26;73.9;22;Brazil;75;RM,LM;Left;1. FC Nürnberg
C. Jallet;1900000.0;26000.0;152.4;69.9;35;France;75;RWB,LB;Right;OGC Nice
Diego Castro;2900000.0;6000.0;175.26;71.2;36;Spain;75;LW;Right;Perth Glory
S. Okazaki;5000000.0;54000.0;172.72;78.0;32;Japan;75;CAM,CF;Right;Leicester City
O. Kamara;7000000.0;10000.0;182.88;81.2;29;Norway;75;ST,LW;Right;LA Galaxy
Xeka;8000000.0;23000.0;185.42;83.0;24;Portugal;75;CDM,CM;Right;LOSC Lille
R. Karsdorp;7500000.0;39000.0;182.88;79.8;24;Netherlands;75;RB;Right;Roma
Marafona;4000000.0;10000.0;190.5;86.2;31;Portugal;75;GK;Right;SC Braga
D. Valdés;8500000.0;18000.0;152.4;74.8;25;Chile;75;CAM,CM;Right;Chile
M. Gonalons;5000000.0;47000.0;187.96;76.2;29;France;75;CDM,CM;Right;Sevilla FC
Burgui;8500000.0;19000.0;182.88;74.8;25;Spain;75;LM,CAM,RM;Right;Deportivo Alavés
F. Guarín;3800000.0;14000.0;182.88;79.8;32;Colombia;75;CDM,CM;Right;Shanghai Greenland Shenhua FC
M. Jensen;9000000.0;19000.0;172.72;68.0;23;Denmark;75;CM;Right;RC Celta
R. Thomas;9000000.0;13000.0;175.26;64.0;24;New Zealand;75;CM;Right;PSV
B. Butko;5500000.0;1000.0;182.88;72.1;28;Ukraine;75;RB;Right;Shakhtar Donetsk
L. Cigarini;5000000.0;29000.0;175.26;72.1;32;Italy;75;CM,CDM;Right;Cagliari
A. Musa;8000000.0;33000.0;170.18;62.1;26;Nigeria;75;LM,ST;Right;Al Nassr
M. Morozyuk;4800000.0;13000.0;175.26;71.2;31;Ukraine;75;RB,RM,LB,LM;Right;Çaykur Rizespor
G. Schennikov;6000000.0;1000.0;154.94;74.8;27;Russia;75;LWB,LM;Left;PFC CSKA Moscow
André Ramalho;6500000.0;30000.0;182.88;78.0;27;Brazil;75;CB,CDM;Right;FC Red Bull Salzburg
T. Foket;7500000.0;14000.0;152.4;73.9;24;Belgium;75;RB;Right;Stade de Reims
P. Foden;13500000.0;42000.0;170.18;68.9;18;England;75;CAM,CM;Left;Manchester City
Walace;8000000.0;24000.0;187.96;74.8;23;Brazil;75;CDM,CM;Right;Hannover 96
I. Kahveci;9000000.0;21000.0;175.26;67.1;23;Turkey;75;CAM,CM,LM;Left;Medipol Başakşehir FK
J. Briand;5500000.0;39000.0;154.94;83.9;33;France;75;ST;Right;FC Girondins de Bordeaux
D. Rolán;8500000.0;11000.0;152.4;69.9;25;Uruguay;75;ST,LM,RM;Right;Deportivo Alavés
C. Théréau;2900000.0;38000.0;187.96;78.9;35;France;75;LW,CF;Right;Cagliari
B. Valdez;7000000.0;45000.0;182.88;78.9;26;Paraguay;75;CB,RB;Right;Club América
M. Konaté;8500000.0;19000.0;182.88;78.0;25;Senegal;75;ST;Right;Amiens SC
H. Ayala;4500000.0;42000.0;182.88;81.2;31;Mexico;75;CB;Right;Tigres U.A.N.L.
J. Kluivert;11000000.0;28000.0;170.18;66.2;19;Netherlands;75;LW,RW;Right;Roma
P. Tau;;;167.64;64.9;24;South Africa;75;ST,RW,LW,CAM;Right;South Africa
Eraso;6500000.0;28000.0;154.94;71.2;28;Spain;75;CAM,CDM,RM;Right;CD Leganés
A. Boruc;450000.0;25000.0;193.04;87.1;39;Poland;75;GK;Right;Bournemouth
S. Larsson;8000000.0;14000.0;152.4;69.9;25;Sweden;75;LW;Right;Feyenoord
Paulinho;9000000.0;9000.0;170.18;63.0;24;Brazil;75;CAM,CM,RW;Left;Portimonense SC
J. Urretaviscaya;6500000.0;46000.0;172.72;66.2;28;Uruguay;75;RW,RM;Right;Monterrey
Y. Aït Bennasser;10000000.0;39000.0;182.88;73.9;22;Morocco;75;CM,CDM;Right;AS Saint-Étienne
P. Bernardoni;8000000.0;17000.0;190.5;78.0;21;France;75;GK;Left;Nîmes Olympique
J. Brenet;6500000.0;24000.0;154.94;73.9;24;Netherlands;75;LWB,LB,RB,RWB;Right;TSG 1899 Hoffenheim
Aleñá;12000000.0;77000.0;154.94;73.0;21;Spain;75;CM,RW,CAM;Left;FC Barcelona
Thiago Maia;8000000.0;19000.0;152.4;78.9;21;Brazil;75;CDM,CM;Left;LOSC Lille
R. Skov;10000000.0;18000.0;182.88;76.2;22;Denmark;75;RM;Left;FC København
M. Isla;4800000.0;48000.0;175.26;74.8;30;Chile;75;RB,CM;Right;Fenerbahçe SK
W. McKennie;10500000.0;13000.0;185.42;83.9;20;United States;75;CM,CDM,CAM,RM;Right;FC Schalke 04
J. Tavernier;6500000.0;42000.0;182.88;74.8;27;England;75;RB;Right;Rangers FC
S. Kalu;11500000.0;27000.0;175.26;73.9;21;Nigeria;75;RM,RW;Right;FC Girondins de Bordeaux
Marlon;8000000.0;34000.0;182.88;79.8;23;Brazil;75;CB;Right;Sassuolo
A. Duncan;8500000.0;42000.0;152.4;78.0;25;Ghana;75;CM;Left;Sassuolo
S. Sturaro;8000000.0;16000.0;154.94;79.8;25;Italy;75;CM;Right;Genoa
H. Arter;6500000.0;55000.0;175.26;69.9;29;Republic of Ireland;75;CM;Left;Cardiff City
V. Buyalskyi;8000000.0;1000.0;170.18;60.8;26;Ukraine;75;CM,CAM,CDM;Right;Dynamo Kyiv
M. Sarr;8500000.0;11000.0;182.88;73.0;20;France;75;CB,LB;Left;OGC Nice
I. Fernández;6500000.0;23000.0;182.88;67.1;29;Argentina;75;CM,CAM;Left;River Plate
H. Hateboer;8000000.0;22000.0;187.96;73.9;25;Netherlands;75;RM,RB;Right;Atalanta
F. Niederlechner;7000000.0;25000.0;187.96;86.2;28;Germany;75;ST;Right;SC Freiburg
P. Schwegler;4500000.0;28000.0;152.4;73.9;32;Switzerland;75;CDM,CM;Right;Hannover 96
B. Pearson;8000000.0;12000.0;175.26;71.2;24;England;75;CDM;Right;Preston North End
T. Abraham;11000000.0;64000.0;190.5;79.8;21;England;75;ST;Right;Aston Villa
Jefferson;5000000.0;12000.0;175.26;72.1;30;Brazil;75;LB;Left;Sporting CP
J. Mæhle;9000000.0;10000.0;182.88;79.8;21;Denmark;75;RB;Right;KRC Genk
Unai López;9000000.0;19000.0;170.18;69.9;23;Spain;75;CM,LM,CDM;Right;Athletic Club de Bilbao
